,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
1744,H0TX21080,"MELNICK, LAINEY",C,1.0,DEM,34986.82,50.0,34986.82,0.0,0.0,0.0,25.0,894.14,0.0,894.14,0.0,0.0,27229.67,TX,21,,W,,L,27.0,1155.0,5600.0,2010-11-29,0.0,0.0
1746,H6TX21012,"SMITH, LAMAR",I,2.0,REP,1312958.29,0.0,1248307.77,0.0,790117.06,854767.58,0.0,0.0,0.0,0.0,0.0,0.0,642905.02,TX,21,,W,,W,68.0,653316.1,250.0,2010-12-31,14450.0,1000.0
1747,H6TX21178,"STROHM, JAMES ARTHUR",C,3.0,LIB,5765.0,0.0,5666.0,0.0,45.0,140.0,4189.0,0.0,0.0,0.0,0.0,0.0,1475.0,TX,21,,,,L,3.0,100.0,0.0,2010-12-31,0.0,0.0
1749,H0TX22112,"ROGERS, LAKESHA D",C,1.0,DEM,61895.56,0.0,61667.59,0.0,0.0,227.97,0.0,0.0,0.0,0.0,0.0,844.36,56098.37,TX,22,,W,,L,29.0,5419.37,0.0,2010-12-31,0.0,0.0
1751,H8TX22107,"OLSON, PETER G",I,2.0,REP,1268558.75,11.9,1311977.06,0.0,65830.54,22412.23,0.0,0.0,0.0,60000.0,0.0,110000.0,749885.52,TX,22,,W,,W,67.0,487475.45,1250.0,2010-12-31,3625.0,0.0
1753,H8TX28013,"RODRIGUEZ, CIRO D.",I,1.0,DEM,1616734.51,0.0,1678896.95,0.0,76842.12,16220.67,0.0,0.0,0.0,0.0,0.0,30.0,724581.69,TX,23,,,,L,44.0,878907.84,11470.07,2010-12-31,5700.0,500.0
1758,H4TX28046,"CANSECO, FRANCISCO 'QUICO'",C,2.0,REP,1931185.54,15930.28,1822565.56,0.0,32343.77,140963.75,0.0,597550.0,0.0,362105.0,0.0,1146250.0,1009610.95,TX,23,,,,W,49.0,263054.2,37050.0,2010-12-31,800.0,0.0
1760,H4TX24094,"MARCHANT, KENNY E MR.",I,2.0,REP,542264.6,0.0,463728.19,0.0,316081.85,394618.26,0.0,0.0,0.0,25000.0,0.0,0.0,156761.57,TX,24,,W,,W,81.0,371436.5,250.0,2010-12-31,0.0,0.0
1761,H4TX10028,"DOGGETT, LLOYD REP.",I,1.0,DEM,1200342.37,0.0,1122083.89,0.0,2765078.14,2843336.62,0.0,0.0,0.0,0.0,0.0,0.0,704988.37,TX,25,,W,,W,52.0,355522.81,2500.0,2010-12-31,6050.0,3075.8
1762,H0TX25073,"CAMPBELL, DONNA DR.",C,2.0,REP,800229.15,4000.0,765730.46,0.0,0.0,34498.69,0.0,49634.18,0.0,34455.84,0.0,19208.08,712833.55,TX,25,,W,,L,44.0,31581.7,1200.0,2010-12-31,6620.0,500.0
1766,H0TX26071,"DURRANCE, NEIL L",C,1.0,DEM,106036.86,0.0,106027.97,0.0,0.0,0.0,17618.76,0.0,1500.0,0.0,1500.0,0.0,59583.53,TX,26,,W,,L,30.0,24659.57,2600.0,2010-12-02,0.0,0.0
1767,H2TX26093,"BURGESS, MICHAEL C. DR.",I,2.0,REP,1019693.23,0.0,1031170.37,0.0,42406.12,30928.98,0.0,0.0,0.0,0.0,0.0,0.0,256742.51,TX,26,,W,,W,67.0,758150.0,0.0,2010-12-31,2500.0,2500.0
1768,H2TX27026,"ORTIZ, SOLOMON P",I,1.0,DEM,1223981.55,0.0,1244875.56,0.0,56501.34,35607.33,8730.0,95000.0,0.0,0.0,0.0,98080.09,520837.33,TX,27,,W,,L,47.0,585366.5,7845.12,2010-12-31,6425.0,5000.0
1771,H0TX27061,"FARENTHOLD, RANDOLPH BLAKE",C,2.0,REP,629930.66,0.0,562849.26,0.0,0.0,45861.4,4144.85,150611.67,0.0,2400.0,0.0,169274.6,342408.55,TX,27,,,,W,47.0,61481.2,0.0,2010-12-31,1038.68,0.0
1772,H0TX27046,"MISHOU, EDWARD CLARK JR",C,3.0,LIB,36539.9,0.0,36860.62,0.0,0.0,0.0,0.0,22912.0,473.0,0.0,0.0,0.0,9933.0,TX,27,,,,L,5.0,0.0,0.0,2010-11-22,0.0,0.0
1773,H2TX23082,"CUELLAR, HENRY R.",I,1.0,DEM,1247643.39,0.0,1152108.76,0.0,257037.04,352571.67,9000.0,0.0,0.0,0.0,0.0,0.0,641619.02,TX,28,,W,,W,56.0,572727.42,76.07,2010-12-31,2750.0,0.0
1775,H0TX28044,"UNDERWOOD, BRYAN KEITH",C,2.0,REP,150962.34,251.0,150931.8,0.0,0.0,29.92,100.0,0.0,0.0,0.0,0.0,0.0,148111.34,TX,28,,,,L,42.0,2000.0,500.0,2010-12-31,0.0,0.0
1776,H2TX29030,"GREEN, RAYMOND E. 'GENE'",I,1.0,DEM,1080909.47,0.0,1102025.69,0.0,600035.8,578919.58,0.0,0.0,0.0,0.0,0.0,200.0,246778.0,TX,29,,W,,W,64.0,818397.47,0.0,2010-12-31,500.0,6000.0
1778,H0TX29075,"MORALES, ROGELIO 'ROY' JR",C,2.0,REP,296885.36,0.0,296797.4,0.0,0.0,87.96,0.0,2500.0,0.0,2500.0,0.0,0.0,288835.36,TX,29,,W,,L,34.0,3850.0,1500.0,2010-12-31,0.0,0.0
1780,H2TX00015,"JOHNSON, EDDIE BERNICE",I,1.0,DEM,613624.36,0.0,572967.89,0.0,130230.22,170886.69,0.0,0.0,0.0,0.0,0.0,86989.47,257528.54,TX,30,,W,,W,75.0,353495.82,2600.0,2010-12-31,0.0,0.0
1781,H0TX30040,"BRODEN, STEPHEN EDWARD",C,2.0,REP,701888.7,0.0,662763.66,0.0,0.0,39125.04,0.0,24000.0,0.0,24000.0,0.0,0.0,653120.3,TX,30,,,,L,21.0,24248.0,0.0,2010-12-31,2526.8,200.0
1783,H2TX31044,"CARTER, JOHN R.",I,2.0,REP,997508.23,0.0,712429.7,0.0,51879.73,336958.26,10.0,0.0,0.0,0.0,0.0,0.0,625157.49,TX,31,,W,,W,82.0,370384.04,250.0,2010-12-31,400.0,0.0
1784,H0TX32012,"RAGGIO, GRIER",C,1.0,DEM,669551.69,0.0,657354.42,0.0,0.0,12197.07,60000.0,155000.0,0.0,0.0,0.0,155000.0,441433.24,TX,32,,W,,L,34.0,7500.0,5359.87,2010-12-31,0.0,0.0
1786,H2TX03126,"SESSIONS, PETE",I,2.0,REP,2153120.2,0.0,1932338.67,0.0,778212.57,998994.1,0.0,0.0,0.0,0.0,0.0,0.0,1068387.39,TX,32,,W,,W,62.0,1031526.4,125.0,2010-12-31,550.0,0.0
1787,H0TX32038,"MYERS, JOHN JAY",C,3.0,LIB,7209.83,0.0,7209.83,0.0,0.0,0.0,1083.88,0.0,0.0,0.0,0.0,0.0,6075.95,TX,32,,,,L,2.0,50.0,0.0,2010-11-08,0.0,0.0
1788,H8UT01083,"BOWEN, MORGAN EMORY",C,1.0,DEM,11550.0,0.0,11309.0,0.0,0.0,263.0,1976.0,0.0,0.0,0.0,2106.0,120.0,5675.0,UT,01,,,,L,23.0,1000.0,4900.0,2010-11-22,0.0,0.0
1789,H2UT01094,"BISHOP, ROBERT",I,2.0,REP,278327.47,0.0,302771.01,0.0,88653.51,64209.97,0.0,0.0,0.0,0.0,0.0,49859.2,109575.56,UT,01,,,,W,69.0,168450.0,0.0,2010-12-31,0.0,1000.0
1790,H0UT02096,"MATHESON, JAMES D",I,1.0,DEM,1803801.16,0.0,2465527.17,0.0,702495.73,40869.72,0.0,0.0,0.0,0.0,0.0,0.0,298921.37,UT,02,,W,,W,50.0,1480000.0,669.85,2010-12-31,200.0,0.0
1794,H0UT02203,"PHILPOT, MORGAN",C,2.0,REP,386466.7,0.0,386466.7,4700.0,0.0,0.0,0.0,28622.0,0.0,0.0,0.0,28622.0,307344.7,UT,02,,,,L,45.0,25500.0,25000.0,2010-12-31,2000.0,0.0
1795,H0UT02153,"GLISSMEYER, GEORGE DAVID",C,3.0,IND,8986.76,0.0,11149.98,0.0,970.0,-1193.22,4750.0,0.0,0.0,0.0,0.0,0.0,4235.86,UT,02,,,,L,0.0,0.0,0.0,2010-12-31,0.0,0.0
1797,H0UT03144,"HYER, KAREN",C,1.0,DEM,23817.55,0.0,23817.55,0.0,0.0,0.0,3004.5,0.0,0.0,0.0,0.0,0.0,19863.05,UT,03,,,,L,22.0,200.0,750.0,2010-12-02,0.0,0.0
1798,H8UT03089,"CHAFFETZ, JASON",I,2.0,REP,647194.06,0.0,540645.58,0.0,33764.61,140313.09,0.0,0.0,0.0,0.0,0.0,0.0,272148.24,UT,03,,,,W,72.0,370384.19,80.0,2010-12-31,100.0,5550.0
1799,H0UT03151,"SLIGTING, DOUGLAS",C,3.0,OTH,3536.0,0.0,2225.0,0.0,0.0,2059.0,315.0,0.0,0.0,0.0,0.0,0.0,3221.0,UT,03,,,,L,2.0,0.0,0.0,2010-12-31,0.0,0.0
1800,H0VA01151,"BALL, KRYSTAL MARIE",C,1.0,DEM,1094183.27,0.0,1086494.07,0.0,0.0,7689.2,1705.0,369099.79,0.0,38312.76,0.0,335787.03,682672.49,VA,01,,,,L,34.0,35496.63,4900.0,2010-12-31,18732.5,0.0
1803,H8VA01147,"WITTMAN, ROBERT J.",I,2.0,REP,1292242.96,0.0,971826.81,0.0,46001.62,366417.77,0.0,0.0,0.0,0.0,0.0,12185.12,774717.8,VA,01,,W,,W,63.0,516683.16,275.0,2010-12-31,1550.0,0.0
1804,H8VA02046,"NYE, GLENN CARLYLE III",I,1.0,DEM,2260984.76,74585.5,2274818.12,0.0,16088.72,2255.36,0.0,0.0,0.0,0.0,0.0,0.0,1241905.44,VA,02,,,,L,42.0,939204.97,1025.24,2010-12-31,7585.0,23750.0
1806,H0VA02084,"RIGELL, EDWARD SCOTT MR.",C,2.0,REP,4759947.1,21428.41,4601652.98,0.0,0.0,157294.12,2593364.41,625000.0,0.0,247000.0,0.0,378000.0,1199560.65,VA,02,,W,,W,53.0,309770.0,8823.58,2010-12-31,25900.0,0.0
1811,H0VA02134,"GOLDEN, KENNETH EUGENE",C,3.0,IND,124393.73,0.0,124311.36,0.0,0.0,-645.64,0.0,67250.0,4550.0,0.0,0.0,74080.0,49320.48,VA,02,,,,L,4.0,0.0,0.0,2010-12-31,0.0,0.0
1812,H6VA01117,"SCOTT, ROBERT C.",I,1.0,DEM,444548.21,0.0,452060.05,0.0,54482.48,46970.64,0.0,0.0,0.0,0.0,0.0,3191.43,157352.47,VA,03,,W,,W,70.0,283351.67,0.0,2010-12-31,0.0,0.0
1813,H0VA02068,"SMITH, CHUCK",C,2.0,REP,91136.07,0.0,81967.25,0.0,148.0,9316.82,0.0,0.0,0.0,0.0,0.0,0.0,82379.07,VA,03,,,,L,27.0,2750.0,5507.0,2010-12-31,0.0,0.0
1814,H0VA03108,"QUIGLEY, JAMES JOSEPH",C,3.0,LIB,4795.0,0.0,4683.0,0.0,334.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,VA,03,,,,L,1.0,50.0,845.0,2010-12-31,0.0,0.0
1815,H0VA04056,"LEGROW, WYNNE VINSON ELWOOD",C,1.0,DEM,175686.62,0.0,179343.12,0.0,0.0,-1505.33,8003.75,76050.0,0.0,1203.77,0.0,74846.23,82833.68,VA,04,,W,,L,37.0,4850.0,2548.0,2010-12-31,1600.0,500.0
1816,H2VA04052,"FORBES, J. RANDY",I,2.0,REP,987976.43,0.0,723503.72,0.0,88769.81,353242.52,200.0,0.0,0.0,0.0,0.0,0.0,673679.2,VA,04,,W,,W,62.0,311675.0,1000.0,2010-12-31,2200.0,100.0
1817,H8VA05106,"PERRIELLO, THOMAS STUART PRICE",I,1.0,DEM,3775362.97,82003.64,3782680.04,0.0,44629.64,35266.39,0.0,0.0,0.0,0.0,0.0,3000.0,2960854.42,VA,05,,,,L,47.0,702677.65,15028.52,2010-12-31,15387.83,3500.0
1822,H0VA05095,"HURT, ROBERT",C,2.0,REP,2600708.42,82685.88,2542275.63,0.0,0.0,58432.79,0.0,0.0,0.0,0.0,0.0,54500.0,1813957.1,VA,05,,W,,W,50.0,681410.84,18500.0,2010-12-31,0.0,0.0
1826,H2VA06115,"GOODLATTE, BOB",I,2.0,REP,1006727.01,0.0,867838.3,130000.0,656337.65,795214.88,0.0,0.0,0.0,0.0,0.0,0.0,436932.52,VA,06,,W,,W,77.0,544168.94,277.79,2010-12-31,3450.0,1500.0
1827,H0VA06036,"VANKE, JEFFREY W",C,3.0,IND,13691.0,0.0,13475.0,0.0,0.0,215.0,1014.0,2194.0,0.0,2193.0,0.0,0.0,9076.0,VA,06,,,,L,13.0,1016.0,360.0,2010-12-31,0.0,0.0
1828,H0VA06028,"BAIN, STUART MATTHEW",C,3.0,LIB,12509.0,0.0,12509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11664.0,VA,06,,,,L,9.0,0.0,845.0,2010-12-31,0.0,0.0
1830,H0VA07083,"WAUGH , RICKARD ELIAN JR",C,1.0,DEM,148868.54,0.0,148348.74,0.0,0.0,519.8,0.0,0.0,0.0,0.0,0.0,600.0,136594.15,VA,07,,,,L,34.0,11185.59,360.0,2010-12-31,240.0,0.0
1831,H0VA07042,"CANTOR, ERIC",I,2.0,REP,5955024.71,841115.83,5407656.22,0.0,378078.96,925447.45,0.0,0.0,0.0,0.0,0.0,0.0,2624717.52,VA,07,,W,,W,59.0,2449527.81,1270.28,2010-12-31,14695.0,5398.4
1832,H0VA07075,"BAYNE, FLOYD",C,3.0,OTH,19685.0,0.0,19970.0,0.0,0.0,0.0,100.0,1682.0,0.0,1682.0,0.0,0.0,18188.0,VA,07,,,,L,6.0,0.0,0.0,2010-12-31,0.0,0.0
1833,H0VA08040,"MORAN, JAMES P. JR.",I,1.0,DEM,1312116.58,0.0,1376173.35,0.0,488948.19,424891.42,0.0,0.0,0.0,0.0,0.0,0.0,783138.93,VA,08,,W,,W,61.0,501350.0,5500.0,2010-12-31,392.1,2600.0
1837,H0VA08149,"MURRAY, J PATRICK",C,2.0,REP,446468.17,0.0,442922.49,0.0,0.0,7120.68,6872.53,35000.0,0.0,0.0,0.0,45000.0,373778.63,VA,08,,W,,L,37.0,29417.01,1400.0,2010-12-31,200.0,0.0
1840,H2VA09010,"BOUCHER, FREDERICK C",I,1.0,DEM,2639353.37,0.0,3325898.44,0.0,1372635.56,686090.49,0.0,0.0,0.0,0.0,0.0,0.0,1015627.38,VA,09,,,,L,46.0,1513084.52,6700.0,2010-12-31,17550.0,11500.0
1841,H0VA09055,"GRIFFITH, H MORGAN",C,2.0,REP,1075273.06,17212.81,1029522.48,0.0,0.0,45750.58,0.0,0.0,0.0,0.0,0.0,0.0,790081.7,VA,09,,,,W,51.0,265146.83,2750.0,2010-12-31,0.0,0.0
1846,H0VA09048,"HEATON, JEREMIAH DAVID",C,3.0,IND,23306.0,0.0,23304.0,0.0,0.0,0.0,22236.0,0.0,0.0,0.0,0.0,0.0,1070.0,VA,09,,,,L,2.0,0.0,0.0,2010-12-31,0.0,0.0
1850,H0VA10137,"BARNETT, JEFFERY ROBERT",C,1.0,DEM,606228.99,0.0,581364.09,0.0,0.0,24779.9,50091.35,200000.0,0.0,0.0,0.0,200000.0,325448.42,VA,10,,W,,L,34.0,30224.38,0.0,2010-12-31,200.0,0.0
1852,H6VA10050,"WOLF, FRANK R.",I,2.0,REP,1365312.83,0.0,1305502.56,0.0,56113.71,115923.98,0.0,0.0,0.0,0.0,0.0,0.0,949422.43,VA,10,,W,,W,62.0,397780.0,5250.0,2010-12-31,200.0,250.0
1853,H0VA10145,"REDPATH, WILLIAM",C,3.0,LIB,10537.0,0.0,10535.0,0.0,0.0,0.0,2775.0,0.0,0.0,0.0,0.0,0.0,7417.0,VA,10,,,,L,2.0,0.0,345.0,2010-12-31,0.0,0.0
1854,H8VA11062,"CONNOLLY, GERRY",I,1.0,DEM,2465797.7,60536.07,2466046.31,30000.0,22853.35,22604.74,0.0,0.0,0.0,0.0,0.0,0.0,1280622.75,VA,11,,W,,W,49.0,1095497.16,12351.2,2010-12-31,10100.0,500.0
1857,H8VA11021,"FIMIAN, KEITH S.",C,2.0,REP,2939207.66,7419.18,2869716.96,0.0,10127.37,79618.07,0.0,166120.0,0.0,71120.0,0.0,341786.92,2463065.59,VA,11,,W,,L,48.0,236353.43,5000.0,2010-12-31,3700.0,0.0
1858,H0VA11085,"DOTSON, DAVID L",C,3.0,LIB,1800.0,0.0,1194.0,0.0,0.0,602.0,1020.0,100.0,0.0,100.0,0.0,0.0,335.0,VA,11,,,,L,0.0,0.0,345.0,2010-12-31,0.0,0.0
1859,H4VI00054,"CHRISTENSEN, DONNA M",I,1.0,DEM,279152.99,0.0,280733.47,0.0,13708.87,12128.39,0.0,0.0,0.0,0.0,0.0,16050.26,107107.0,VI,00,,W,,W,71.0,169514.4,0.0,2010-12-31,850.0,0.0
1860,H0VI00037,"DANET, VINCENT EMILE",C,2.0,REP,13205.0,0.0,13085.0,0.0,0.0,20.0,6985.0,0.0,0.0,0.0,0.0,0.0,4720.0,VI,00,,W,,L,8.0,0.0,1500.0,2010-12-31,100.0,0.0
1861,H0VI00045,"MIMOUN, GUILLAUME",C,3.0,GRE,12440.0,0.0,12440.0,0.0,7745.0,0.0,12340.0,0.0,0.0,0.0,0.0,0.0,100.0,VI,00,,,,L,1.0,0.0,0.0,2010-11-02,0.0,0.0
1862,H6VT00160,"WELCH, PETER",I,1.0,DEM,1027180.58,0.0,698547.46,206000.0,630035.67,958668.79,0.0,0.0,0.0,0.0,0.0,0.0,506926.54,VT,00,,W,,W,64.0,492300.0,2911.54,2010-12-31,1935.0,15000.0
1863,H0VT00106,"BEAUDRY, PAUL",C,2.0,REP,32733.38,0.0,31279.35,0.0,0.0,1453.87,983.19,0.0,0.0,0.0,0.0,1373.2,31750.19,VT,00,,W,,L,32.0,0.0,0.0,2010-12-31,25.0,0.0
1866,H2WA04090,"INSLEE, JAY ROBERT",I,1.0,DEM,1403962.4,0.0,1270456.11,0.0,1061093.27,1194599.56,0.0,0.0,0.0,0.0,0.0,0.0,865833.92,WA,01,,W,,W,57.0,508406.06,56.24,2010-12-31,1350.0,500.0
1867,H0WA01082,"WATKINS, JAMES HL",C,2.0,REP,351476.79,0.0,339769.53,0.0,80.0,11827.26,0.0,105200.0,10000.0,0.0,5200.0,115080.0,225262.95,WA,01,,W,,L,42.0,6300.0,0.0,2010-12-31,250.0,0.0
1870,H0WA02080,"LARSEN, RICHARD RAY",I,1.0,DEM,2028595.97,0.0,2080325.87,0.0,265423.29,213693.39,0.0,0.0,0.0,0.0,0.0,0.0,902546.02,WA,02,,W,,W,51.0,1119805.43,2558.91,2010-12-31,1500.0,1000.0
1873,H0WA02098,"KOSTER, JOHN M",C,2.0,REP,1120533.47,0.0,1109522.37,0.0,0.0,11011.1,0.0,14000.0,0.0,14000.0,0.0,0.0,936375.82,WA,02,,W,,L,48.0,141725.0,23375.0,2010-12-31,9117.92,0.0
1875,H0WA03161,"HECK, DENNIS",O,1.0,DEM,1988495.16,13030.61,1965996.57,0.0,0.0,22498.59,0.0,350000.0,0.0,0.0,0.0,250000.0,1077485.64,WA,03,,W,,L,46.0,522449.0,5916.1,2010-12-31,850.0,0.0
1883,H0WA03187,"HERRERA, JAIME",O,2.0,REP,1557220.57,30796.49,1534649.86,0.0,0.0,22570.71,0.0,0.0,0.0,0.0,0.0,41262.46,961921.19,WA,03,,W,,W,53.0,551882.4,10700.0,2010-12-31,700.0,0.0
1884,H0WA04060,"CLOUGH, JERAME",C,1.0,DEM,119993.23,0.0,118862.88,0.0,0.0,1130.35,50.4,0.0,0.0,0.0,0.0,0.0,64351.87,WA,04,,W,,L,32.0,43000.0,12590.96,2010-12-31,0.0,0.0
1885,H2WA04041,"HASTINGS, DOC",I,2.0,REP,1056585.46,0.0,1089270.77,0.0,126612.57,93926.54,0.0,0.0,0.0,0.0,0.0,45100.0,580958.52,WA,04,,W,,W,67.0,466671.63,175.29,2010-12-31,1600.0,0.0
1888,H0WA05117,"ROMEYN, DARYL",C,1.0,DEM,7725.0,0.0,13318.0,0.0,5594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7725.0,WA,05,,W,,L,36.0,0.0,0.0,2010-11-20,0.0,0.0
1889,H4WA05077,"MCMORRIS, CATHY",I,2.0,REP,1453240.0,0.0,1381220.0,0.0,341093.0,413113.0,0.0,0.0,0.0,0.0,0.0,7223.0,812473.0,WA,05,,W,,W,63.0,632373.0,33.0,2010-12-31,10500.0,2000.0
1891,H6WA06021,"DICKS, NORMAN D",I,1.0,DEM,1412760.32,0.0,1582737.76,0.0,441450.47,271473.03,0.0,0.0,0.0,0.0,0.0,0.0,530631.8,WA,06,,W,,W,58.0,861720.0,2060.27,2010-12-31,0.0,3100.0
1893,H4WA06067,"CLOUD, DOUG",C,2.0,REP,118128.29,0.0,116473.53,0.0,114.78,1769.54,256.03,46850.0,0.0,0.0,0.0,55538.75,68756.26,WA,06,,W,,L,41.0,300.0,0.0,2010-12-31,0.0,0.0
1896,H8WA07132,"MCDERMOTT, JAMES ADELBERT",I,1.0,DEM,582232.25,0.0,568649.22,0.0,4548.03,18131.06,0.0,0.0,0.0,0.0,0.0,0.0,310787.29,WA,07,,W,,W,82.0,267758.16,2856.12,2010-12-31,50.0,1000.0
1898,H0WA08046,"DELBENE, SUZAN K",C,1.0,DEM,4024785.52,9281.0,3942493.42,0.0,0.0,82292.1,1934033.86,350000.0,0.0,0.0,0.0,250000.0,1440569.81,WA,08,,W,,L,47.0,273611.11,2449.7,2010-12-31,600.0,0.0
1900,H4WA08071,"REICHERT, DAVE",I,2.0,REP,2793787.94,9116.51,2770292.59,0.0,6666.42,30161.77,0.0,0.0,0.0,0.0,0.0,137612.15,1548449.52,WA,08,,W,,W,52.0,1183188.84,5700.0,2010-12-31,4999.5,1900.0
1902,H6WA09025,"SMITH, D ADAM",I,1.0,DEM,948533.49,0.0,1355511.78,0.0,468214.85,61236.56,0.0,0.0,0.0,0.0,0.0,0.0,399555.09,WA,09,,W,,W,54.0,533590.26,1983.91,2010-12-31,0.0,0.0
1904,H0WA09044,"MURI, RICHARD WALTER",C,2.0,REP,243210.42,0.0,243209.86,0.0,0.0,0.56,83.9,3622.0,0.0,3000.0,0.0,622.0,224405.18,WA,09,,W,,L,45.0,15000.0,0.0,2010-12-31,300.0,0.0
1907,H0WI01096,"HECKENLIVELY, JOHN HAROLD",C,1.0,DEM,12065.62,0.0,11649.06,0.0,0.0,416.56,0.0,0.0,0.0,0.0,0.0,0.0,8935.62,WI,01,,W,,L,30.0,130.0,3000.0,2010-12-31,0.0,0.0
1909,H8WI01024,"RYAN, PAUL D.",I,2.0,REP,3922760.14,0.0,1781673.28,0.0,878793.7,3019880.56,0.0,0.0,0.0,0.0,0.0,0.0,2597218.6,WI,01,,W,,W,68.0,1244287.05,1037.5,2010-12-31,6650.0,4500.0
1910,H8WI00018,"BALDWIN, TAMMY",I,1.0,DEM,1197113.57,3000.0,1084310.9,234329.0,592120.78,704923.45,0.0,0.0,0.0,0.0,0.0,0.0,827110.53,WI,02,,W,,W,61.0,352081.0,1061.43,2010-12-31,510.0,0.0
1911,H0WI02060,"LEE, CHAD",C,2.0,REP,130126.36,0.0,129860.41,0.0,0.0,265.08,0.0,10558.98,0.0,6000.0,0.0,4558.98,114890.43,WI,02,,W,,L,38.0,100.0,4575.0,2010-12-31,0.0,0.0
1913,H6WI03099,"KIND, RON",I,1.0,DEM,1857853.0,0.0,2577370.62,0.0,773867.11,54349.49,0.0,0.0,0.0,0.0,0.0,0.0,621996.86,WI,03,,W,,W,50.0,1223748.98,300.0,2010-12-31,0.0,6000.0
1914,H0WI03068,"KAPANKE, DAN",C,2.0,REP,1034222.45,0.0,1029165.99,45000.0,0.0,5056.46,11002.3,0.0,0.0,0.0,0.0,0.0,915506.03,WI,03,,W,,L,46.0,89870.1,17071.45,2010-12-31,1937.06,0.0
1917,H4WI04183,"MOORE, GWENDOLYNNE",I,1.0,DEM,603253.1,0.0,623774.99,0.0,35513.38,14991.49,0.0,0.0,0.0,0.0,0.0,0.0,182196.88,WI,04,,W,,W,69.0,414627.0,416.97,2010-12-31,1329.03,1000.0
1918,H0WI04090,"SEBRING, DANIEL PAUL",C,2.0,REP,45606.64,0.0,45694.69,0.0,88.0,0.0,6238.23,0.0,0.0,0.0,0.0,0.0,32768.41,WI,04,,W,,L,29.0,100.0,6100.0,2010-12-31,0.0,0.0
1920,H0WI05105,"KOLOSSO, TODD P",C,1.0,DEM,175545.0,0.0,175545.0,0.0,0.0,0.0,3103.14,152358.28,0.0,0.0,0.0,152358.28,20083.58,WI,05,,W,,L,27.0,0.0,0.0,2010-11-22,0.0,0.0
1921,H8WI09050,"SENSENBRENNER, F. JAMES JR.",I,2.0,REP,419146.76,0.0,471683.78,0.0,406350.36,353813.34,0.0,0.0,0.0,0.0,0.0,0.0,177340.99,WI,05,,W,,W,69.0,240389.09,1075.0,2010-12-31,0.0,500.0
1922,H0WI06152,"KALLAS, JOSEPH C",C,1.0,DEM,6940.53,0.0,7306.91,0.0,290.0,-56.38,0.0,0.0,0.0,0.0,0.0,0.0,4397.67,WI,06,,W,,L,29.0,992.86,1550.0,2010-11-22,0.0,0.0
1923,H0WI06061,"PETRI, THOMAS",I,2.0,REP,737018.72,0.0,720044.8,0.0,831435.75,848409.67,0.0,0.0,0.0,0.0,0.0,0.0,165542.43,WI,06,,W,,W,70.0,536633.9,161.48,2010-12-31,100.0,250.0
1924,H0WI07069,"LASSA, JULIE",O,1.0,DEM,1271594.43,0.0,1270398.6,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,765046.0,WI,07,,W,,L,44.0,503416.67,3112.76,2010-12-31,1255.0,0.0
1926,H0WI07051,"DUFFY, SEAN",O,2.0,REP,1977172.15,21.0,1918210.74,0.0,0.0,58961.41,0.0,0.0,0.0,0.0,0.0,0.0,1481134.27,WI,07,,W,,W,52.0,480545.0,11200.0,2010-12-31,4935.0,3000.0
1928,H6WI08122,"KAGEN, STEVEN L.",I,1.0,DEM,2096970.72,0.0,2100785.88,0.0,4972.62,1157.46,0.0,300000.0,0.0,20000.0,0.0,899300.0,906083.3,WI,08,,W,,L,45.0,862500.75,4013.91,2010-12-31,16375.7,2500.0
1930,H0WI08075,"RIBBLE, REID",C,2.0,REP,1315833.37,7419.18,1307779.69,0.0,0.0,8053.68,24153.82,94900.0,0.0,20000.0,0.0,171898.66,904751.45,WI,08,,W,,W,54.0,274900.0,9650.0,2010-12-31,6860.0,0.0
1934,H0WV01106,"OLIVERIO, MICHAEL A. II",C,1.0,DEM,1464376.17,0.0,1462147.18,0.0,0.0,2228.99,0.0,15000.0,5000.0,15000.0,5068.0,11620.28,1171315.91,WV,01,,W,,L,49.0,265325.0,7479.58,2010-12-31,0.0,1000.0
1939,H0WV01072,"MCKINLEY, DAVID B",C,2.0,REP,1783038.86,0.0,1705723.79,0.0,0.0,77315.07,140614.2,670000.0,0.0,0.0,0.0,670000.0,656136.27,WV,01,,W,,W,50.0,307885.79,5000.0,2010-12-31,4100.0,0.0
